#timestamp tx ty tz qx qy qz qw
30 -0.082477376 0.010660111 -0.024813483 -0.0041941535 0.99989504 0.005300499 -0.012815967
31 -0.08766672 0.013758792 -0.02581832 -0.003438851 0.99989694 0.005397858 -0.012851473
32 -0.09150221 0.015936647 -0.027110342 -0.0027621537 0.9998993 0.004896423 -0.013026837
33 -0.09510901 0.017941063 -0.02806481 -0.0011084966 0.99990135 0.0048792427 -0.013123696
34 -0.10319286 0.01626837 -0.026347423 -0.000837267 0.9998932 0.004125458 -0.013997469
35 -0.1100393 0.025938006 -0.028097732 -0.002278106 0.99989897 0.004921039 -0.013141079
36 -0.116500564 0.027120428 -0.030961731 0.00086079864 0.99990714 0.004978064 -0.012655414
37 -0.12099358 0.026506072 -0.029109878 0.0024819083 0.99989593 0.0057829884 -0.012981903
38 -0.12585685 0.023951458 -0.029704388 0.0024553342 0.99990404 0.004658549 -0.012811317
39 -0.12988977 0.02191467 -0.029315544 0.002019166 0.99991286 0.003006989 -0.012695319
40 -0.13436064 0.020487823 -0.027887331 0.0007721432 0.99992037 0.0017590753 -0.01247292
41 -0.13754939 0.020488776 -0.028420629 0.00010183063 0.99992955 0.0005549093 -0.011858893
42 -0.14445873 0.014083594 -0.027978573 0.00014203771 0.9999308 -0.00038101856 -0.01175688
43 -0.14695293 0.019430716 -0.029864952 -0.0045297937 0.99994034 0.00078966405 -0.009906291
44 -0.14180067 0.024722919 -0.037295282 -0.004140468 0.99995583 0.0022758695 -0.008124883
45 -0.13999519 0.01943033 -0.036374934 -0.0016647961 0.99995255 0.001528854 -0.009477926
46 -0.14241078 0.015092251 -0.035022244 -0.0020366223 0.9999324 0.0011022447 -0.011395023
47 -0.14679387 0.014408221 -0.036725473 -0.0022415281 0.9998973 0.00013411167 -0.014154372
48 -0.16077413 0.0121071935 -0.03340338 -0.0034893497 0.9998298 0.0020957561 -0.017993504
49 -0.17002636 0.011077166 -0.030999342 -0.0062568067 0.99980456 0.0054665124 -0.017940557
50 -0.17241178 0.010693368 -0.033519972 -0.008614866 0.99981 0.0077020763 -0.015698321
51 -0.17145373 0.009650954 -0.035727557 -0.009466492 0.9998043 0.008488768 -0.015154664
52 -0.1690198 0.009574995 -0.037799347 -0.010093983 0.99974406 0.010718568 -0.017177269
53 -0.17275701 0.0102720875 -0.041429862 -0.009779782 0.9996943 0.00996959 -0.020403465
54 -0.18079259 0.01113369 -0.039794415 -0.008679455 0.9996466 0.010173482 -0.02297526
55 -0.18158181 0.011848027 -0.0403979 -0.0073903822 0.99961245 0.011508799 -0.024245422
56 -0.18638699 0.011292922 -0.039950572 -0.004746118 0.99953455 0.013130353 -0.02712411
57 -0.18878435 0.009312905 -0.037834737 -0.0036173614 0.99945986 0.013412402 -0.029782513
58 -0.19577064 0.009501541 -0.03442222 -0.002410147 0.9993664 0.013611652 -0.032798108
59 -0.20057526 0.00910529 -0.034930248 -0.000977535 0.9992493 0.013912143 -0.03614373
60 -0.2090322 0.0072409636 -0.031138523 0.00017624344 0.9990754 0.014103783 -0.040613163
61 -0.22352377 0.003757617 -0.029999023 0.00032119313 0.9988957 0.015196894 -0.044455305
62 -0.23095304 0.0037627625 -0.027473234 0.00021279795 0.99878585 0.016394248 -0.046454906
63 -0.24202739 -5.4518758e-05 -0.02445774 -0.00030047476 0.9986652 0.017162533 -0.048714973
64 -0.2544248 -0.0004398396 -0.022518648 -0.0029150993 0.9985758 0.018104544 -0.0501005
65 -0.26784572 0.0021633848 -0.022365028 -0.005120852 0.99852455 0.019353997 -0.05047722
66 -0.2811126 0.0059736706 -0.026238259 -0.004866917 0.9985553 0.02117181 -0.049146704
67 -0.2899911 0.0035791511 -0.027589269 -0.0030669596 0.99859655 0.022063 -0.04804959
68 -0.29605892 0.0035895268 -0.025730269 -0.0018567368 0.9985762 0.021051506 -0.048979133
69 -0.30478796 0.0066049467 -0.023610799 -0.0010547732 0.9985046 0.020846186 -0.050526243
70 -0.31596896 0.008974795 -0.0230051 -0.00031853773 0.99847007 0.021510737 -0.050938457
71 -0.3288144 0.009353742 -0.020296756 0.0002790493 0.998441 0.022392083 -0.051128596
72 -0.34020782 0.00074088736 -0.018684631 0.0013696789 0.99836993 0.024050668 -0.05174125
73 -0.35363838 -0.0037812188 -0.019559192 0.0009192152 0.99837315 0.024601208 -0.05142908
74 -0.3649035 0.0027957675 -0.01884877 -0.00050660723 0.99838144 0.026000317 -0.050578415
75 -0.37363926 0.0037605364 -0.019194737 0.0001906937 0.9983984 0.027142134 -0.049637526
76 -0.379647 0.006365473 -0.020830976 0.0018165143 0.99839133 0.026912458 -0.04987115
77 -0.3822677 0.004361127 -0.021551171 0.00474384 0.99836284 0.026061831 -0.050693855
78 -0.38971227 -0.00085549935 -0.021278303 0.0069550597 0.9982381 0.025365718 -0.053187404
79 -0.4027565 -0.0053760917 -0.0155979 0.0072063245 0.9980663 0.024278449 -0.056764908
80 -0.423012 -0.003321519 -0.016556283 0.0056062187 0.9979083 0.024804752 -0.05943305
81 -0.43508676 0.00086362247 -0.014756169 0.0060553737 0.9978841 0.028028915 -0.058353223
82 -0.4371731 -0.0077744825 -0.013617081 0.00799958 0.9979643 0.027582612 -0.05694269
83 -0.44394252 -0.0072112177 -0.015157407 0.0061744903 0.99788153 0.025134856 -0.059686773
84 -0.45075798 -0.0049444633 -0.019858683 0.005509107 0.9977488 0.02370166 -0.06249137
85 -0.46078077 -0.0020608956 -0.019072521 0.005240498 0.99760705 0.024041485 -0.064612165
86 -0.48445708 -0.005728224 -0.014949185 0.0045387316 0.99738544 0.024908029 -0.06768522
87 -0.49464962 -0.0071700322 -0.015486459 0.0034058706 0.9973062 0.025326222 -0.06875477
88 -0.50598705 -0.008586118 -0.01658205 0.0014455699 0.9971897 0.024800997 -0.07067883
89 -0.52413404 -0.009340527 -0.020238604 -0.0012761855 0.99699765 0.026913814 -0.072592296
90 -0.5334869 -0.0074987467 -0.026038447 -0.0025978629 0.9970477 0.028882995 -0.07109738
91 -0.5465745 -0.00855634 -0.025787508 -0.003686878 0.99702376 0.030107107 -0.07087748
92 -0.5572124 -0.013125896 -0.029484823 -0.0044217235 0.99693227 0.030531423 -0.07193247
93 -0.57519305 -0.010214957 -0.028249402 -0.008437211 0.9967546 0.030684697 -0.07394275
94 -0.5916661 0.0057333014 -0.03404801 -0.012774569 0.99671155 0.032792985 -0.0729897
95 -0.6083426 0.0016217019 -0.0327026 -0.012143452 0.99676096 0.035441227 -0.07116244
96 -0.61463135 0.0048771626 -0.039171144 -0.012850422 0.9968386 0.037044324 -0.06910414
97 -0.62262195 0.003850509 -0.03898414 -0.010662954 0.9968312 0.03574053 -0.07026042
98 -0.6407605 0.005818357 -0.040935222 -0.010143371 0.9966202 0.035121508 -0.07356477
99 -0.65133214 0.009750346 -0.040390562 -0.009279602 0.9964829 0.03536399 -0.07539971
100 -0.66506445 0.01624578 -0.041853644 -0.007481971 0.9963079 0.033700593 -0.078605324
101 -0.6799367 0.021257592 -0.04076651 -0.0039197 0.99614745 0.032640483 -0.08129898
102 -0.6977814 0.018526433 -0.033218924 -0.0026269 0.9959621 0.03209178 -0.08380176
103 -0.70850253 0.023978276 -0.033733014 -0.0009995307 0.99596685 0.030209156 -0.0844775
104 -0.7232548 0.027499061 -0.030788232 0.002972176 0.9958728 0.028855907 -0.08599904
105 -0.74060565 0.027257716 -0.026828906 0.003990752 0.99586636 0.029429836 -0.085838236
106 -0.7505257 0.030651096 -0.025244147 0.005521663 0.99596107 0.030551346 -0.08424773
107 -0.76108134 0.031930536 -0.023652246 0.007922884 0.99594855 0.030145869 -0.08434991
108 -0.7715947 0.032702025 -0.012477175 0.009563487 0.9959074 0.030692438 -0.08446832
109 -0.7864368 0.036131382 -0.009702882 0.010720361 0.99592024 0.032194808 -0.08361505
110 -0.79250574 0.03694753 -0.00025202625 0.012825804 0.9960647 0.03420033 -0.080752425
111 -0.8050726 0.03577097 0.00840743 0.014210033 0.9959804 0.035218216 -0.081121996
112 -0.813714 0.033730753 0.017989581 0.014460847 0.99597263 0.034374904 -0.08153387
113 -0.8231941 0.030182434 0.022518331 0.015777567 0.9959182 0.03389924 -0.08215087
114 -0.83189666 0.028741764 0.03229328 0.01598741 0.99570054 0.034871757 -0.08431347
115 -0.84328324 0.027422149 0.040923823 0.017706258 0.9954126 0.03473173 -0.08737244
116 -0.8538961 0.02136194 0.05461628 0.017610691 0.9953621 0.034073774 -0.08822176
117 -0.86384755 0.017348712 0.06303467 0.0149335945 0.99545443 0.035339866 -0.0871699
118 -0.8707592 0.016485177 0.07563112 0.013806333 0.9954568 0.036373552 -0.08690247
119 -0.8777989 0.010110549 0.08944144 0.012986355 0.99552494 0.03614611 -0.086341515
120 -0.8920713 0.014907582 0.100567654 0.009122443 0.99560034 0.0353291 -0.08630556
121 -0.9009764 0.013457177 0.10877737 0.008049614 0.9955211 0.036268 -0.08693379
122 -0.90756434 0.010138331 0.12689863 0.00693418 0.995409 0.038255483 -0.08746076
123 -0.9158455 0.0072818906 0.13831733 0.0034497494 0.99532443 0.039870296 -0.08790736
124 -0.92421544 0.0025683497 0.14988223 0.0015177269 0.99517024 0.04171114 -0.088848606
125 -0.9310147 0.00019392464 0.15907039 0.001269898 0.99509037 0.044155836 -0.088565044
126 -0.9399346 -0.005070626 0.17207812 0.002362067 0.9950176 0.047592953 -0.0875747
127 -0.94353145 -0.010467215 0.1841865 0.003609682 0.99507594 0.050352152 -0.08529646
128 -0.9449032 -0.013609641 0.19538611 0.0057734945 0.9950353 0.051547766 -0.08493716
129 -0.94767153 -0.019478198 0.2061783 0.008733107 0.9947194 0.05210627 -0.08798899
130 -0.9539867 -0.02678885 0.22041538 0.009674426 0.9943405 0.05208163 -0.092092
131 -0.9600379 -0.03231316 0.23069341 0.011092698 0.993967 0.05343192 -0.09514011
132 -0.962981 -0.038139112 0.24309355 0.011707969 0.99361175 0.054911885 -0.09789419
133 -0.96732503 -0.045800608 0.25562146 0.0123511525 0.9931974 0.056289785 -0.10118247
134 -0.9700253 -0.0545606 0.2642671 0.011496469 0.99297464 0.056681454 -0.10322979
135 -0.97301084 -0.05994376 0.2734337 0.011138227 0.99264616 0.057173707 -0.10611655
136 -0.97635037 -0.065952845 0.28315657 0.011476377 0.9923165 0.057004306 -0.10921009
137 -0.98249036 -0.0739978 0.2961118 0.010145386 0.99190867 0.057420176 -0.11277071
138 -0.98563653 -0.07682786 0.30197498 0.0088443905 0.9917585 0.0572351 -0.11428449
139 -0.9914982 -0.078244686 0.31240788 0.009249596 0.9915224 0.057600837 -0.11610327
140 -0.9952319 -0.08908969 0.32360297 0.011008283 0.99113095 0.058095355 -0.11900931
141 -0.99949956 -0.09354459 0.3346827 0.009697615 0.99086195 0.05808978 -0.12134312
142 -1.0047382 -0.09564796 0.3453086 0.00894023 0.9905867 0.05895367 -0.12321747
143 -1.008418 -0.10005598 0.3560995 0.009708314 0.9903115 0.059925172 -0.124891214
144 -1.0118341 -0.10767898 0.36795595 0.010882634 0.9898835 0.06061308 -0.12782158
145 -1.0179701 -0.11736956 0.38118693 0.01108456 0.98933405 0.06159239 -0.13153577
146 -1.0238853 -0.1254734 0.39272285 0.010018357 0.9889483 0.0627007 -0.13397594
147 -1.0287511 -0.12921813 0.4057548 0.0077843657 0.9885077 0.06487768 -0.13631877
148 -1.0349236 -0.13432346 0.4181628 0.0052748974 0.98797435 0.06721454 -0.13914427
149 -1.0420167 -0.14104752 0.43037534 0.0022189002 0.9874802 0.070552364 -0.14106841
150 -1.0480843 -0.1462135 0.4416855 -0.0017389382 0.9871367 0.07292349 -0.1422681
151 -1.0541965 -0.15434955 0.45269695 -0.00394522 0.98655474 0.07477225 -0.1452696
152 -1.0588503 -0.16103315 0.46223578 -0.010002057 0.98606265 0.076956846 -0.14716677
153 -1.0678953 -0.16510662 0.47186738 -0.0176894 0.98537624 0.080783874 -0.14897911
154 -1.077039 -0.1556232 0.4802906 -0.020978982 0.9848233 0.08431844 -0.15024444
155 -1.0826015 -0.16725694 0.49103835 -0.017121643 0.9841784 0.08690385 -0.15345167
156 -1.0841067 -0.17910571 0.50307125 -0.01516486 0.98353785 0.0868234 -0.15775001
157 -1.0893953 -0.18442906 0.5129284 -0.015938105 0.98278207 0.08664086 -0.1624153
158 -1.0936041 -0.1867014 0.52212405 -0.017049417 0.982174 0.088563815 -0.16492428
159 -1.0988952 -0.19324015 0.5311569 -0.016376792 0.98160857 0.091698855 -0.16663638
160 -1.1062467 -0.20159698 0.5522916 -0.015944552 0.98075897 0.092911065 -0.17095359
161 -1.1086402 -0.2069326 0.56120497 -0.013273743 0.979949 0.09375405 -0.17531116
162 -1.112702 -0.22238289 0.5741788 -0.010363954 0.9791305 0.094308265 -0.17972746
163 -1.1157452 -0.22842818 0.5841241 -0.012403064 0.9785153 0.09486373 -0.1826328
164 -1.119395 -0.23288387 0.5946087 -0.01419754 0.97777253 0.09683854 -0.18542282
165 -1.1220878 -0.24251473 0.60582244 -0.014499419 0.9770317 0.09794207 -0.18869609
166 -1.1253299 -0.2512442 0.6191074 -0.016395403 0.976114 0.09917586 -0.1926053
167 -1.1271361 -0.2537625 0.628559 -0.0193702 0.97525024 0.10128015 -0.19558655
168 -1.1291451 -0.2534737 0.6402564 -0.021265263 0.97446394 0.10327275 -0.19824865
169 -1.1313102 -0.2605418 0.65271336 -0.020750511 0.97364116 0.10476289 -0.2015367
170 -1.1325977 -0.2664952 0.6645595 -0.01975812 0.9728291 0.105700225 -0.20503815
171 -1.1355963 -0.27424058 0.6783926 -0.01858241 0.97202444 0.10705639 -0.2082358
172 -1.1380894 -0.28101805 0.6915071 -0.019220857 0.9713678 0.10804892 -0.21071458
173 -1.1387752 -0.28316 0.7028452 -0.019260088 0.9708215 0.109052144 -0.21270245
174 -1.141638 -0.29378432 0.7179029 -0.016296575 0.9700048 0.10912057 -0.21660525
175 -1.1436743 -0.3057765 0.73198503 -0.016053887 0.9691403 0.10946651 -0.22028726
176 -1.1470869 -0.3067412 0.74327475 -0.018348431 0.96826476 0.111769624 -0.22278756
177 -1.1491761 -0.31094822 0.756245 -0.01884269 0.9674804 0.116537444 -0.22370884
178 -1.151484 -0.31508234 0.7686529 -0.019842777 0.9666831 0.12157091 -0.22438936
179 -1.1516 -0.3167195 0.7785594 -0.019685658 0.9662142 0.1255293 -0.22424322
180 -1.153556 -0.33155966 0.8031058 -0.01271267 0.9645144 0.12974934 -0.22959857
181 -1.1570554 -0.33511204 0.8145168 -0.0126166055 0.96383166 0.13174367 -0.23132871
182 -1.1600467 -0.3428383 0.8320686 -0.009304571 0.9628742 0.1384133 -0.23157835
183 -1.159673 -0.3498077 0.84514475 -0.006763352 0.96234435 0.1400427 -0.23288557
184 -1.1618885 -0.35571665 0.85763085 -0.0051169773 0.9615083 0.14102584 -0.23576964
185 -1.1627997 -0.35888827 0.8673635 -0.0051198574 0.9607525 0.14328028 -0.23748514
186 -1.1681726 -0.36083102 0.876712 -0.0039035836 0.96002996 0.1456892 -0.23895998
187 -1.1689793 -0.36597094 0.8884131 -0.0018636872 0.9594942 0.14767063 -0.23991832
188 -1.1677263 -0.37163493 0.8995598 -0.00038286837 0.95865303 0.147165 -0.2435707
189 -1.1676733 -0.37253532 0.9031954 0.00060429686 0.9579958 0.14559393 -0.24707507
190 -1.1712569 -0.37412485 0.9191857 0.0022228693 0.95641845 0.14518434 -0.25333837
191 -1.1745214 -0.37687066 0.92625916 0.0032287599 0.95537215 0.1466191 -0.2564303
192 -1.1765598 -0.382471 0.9406386 0.004854391 0.9541696 0.14826386 -0.25991288
193 -1.1772405 -0.3877692 0.95087343 0.0063479315 0.9529008 0.14779182 -0.26475894
194 -1.1794806 -0.39163458 0.9617111 0.0065610716 0.9512532 0.1465528 -0.27128708
195 -1.185229 -0.39881876 0.9783411 0.005976306 0.94955367 0.14366192 -0.2786995
196 -1.1870111 -0.39901704 0.9832018 0.0022510062 0.94837254 0.14188083 -0.2836446
197 -1.1907593 -0.39979824 0.99188 -0.00081910467 0.9467282 0.13978796 -0.29011086
198 -1.1973423 -0.40136483 1.0053204 -0.003864269 0.9446463 0.1398142 -0.2967835
199 -1.2048428 -0.40080813 1.0164906 -0.01026917 0.9431265 0.14171228 -0.30054042
200 -1.2076435 -0.39349115 1.0179204 -0.012961392 0.942386 0.14494994 -0.30121446
201 -1.2117921 -0.40581298 1.035946 -0.009376809 0.9401914 0.14573532 -0.3077556
202 -1.2189319 -0.39972064 1.0476435 -0.015445276 0.9379619 0.14854008 -0.31292942
203 -1.2241594 -0.39434245 1.0527632 -0.019459061 0.93664324 0.1526238 -0.3146852
204 -1.2290955 -0.3964399 1.0634415 -0.018402541 0.9355846 0.15507272 -0.3166942
205 -1.2345247 -0.39507738 1.0759125 -0.01947697 0.9343847 0.15709792 -0.31916478
206 -1.2398152 -0.39879814 1.0878987 -0.018912666 0.93390393 0.15916635 -0.31958064
207 -1.2455696 -0.40187997 1.0981728 -0.019378697 0.9329285 0.16273572 -0.32060245
208 -1.2491852 -0.3981852 1.1089259 -0.02092748 0.9319486 0.16656868 -0.32138568
209 -1.2534806 -0.39875612 1.1198051 -0.022328801 0.9314572 0.17020443 -0.32081047
210 -1.2576865 -0.4012375 1.1322334 -0.022106174 0.931067 0.17214717 -0.32092205
211 -1.2646321 -0.40353864 1.1444529 -0.023115015 0.9303799 0.1742176 -0.32172525
212 -1.2692045 -0.4096676 1.1538025 -0.023386993 0.9305723 0.17429346 -0.32110757
213 -1.273898 -0.4137224 1.1635945 -0.024527492 0.93079907 0.1718001 -0.32170835
214 -1.2784803 -0.4138069 1.1703548 -0.02639773 0.9310036 0.16978708 -0.32203704
215 -1.2838901 -0.4163294 1.181395 -0.027766768 0.9309268 0.16642453 -0.32389382
216 -1.2891425 -0.42128733 1.1913657 -0.02991616 0.93084943 0.16262224 -0.32585016
217 -1.2927415 -0.42306405 1.1996499 -0.03219855 0.9312769 0.15836295 -0.32650846
218 -1.2965031 -0.42495137 1.2090027 -0.033754285 0.93074405 0.15522324 -0.3293659
219 -1.3032117 -0.4215303 1.2177095 -0.037798245 0.9300543 0.15527575 -0.33084697
220 -1.3076507 -0.4165154 1.22458 -0.038938712 0.929953 0.1592944 -0.32908443
221 -1.3081309 -0.4217117 1.2334797 -0.035667054 0.92989254 0.16208905 -0.3282603
222 -1.3083667 -0.42655182 1.241334 -0.034502186 0.9294311 0.16147748 -0.32998866
223 -1.3119229 -0.4222371 1.2477319 -0.036157027 0.9286262 0.16303678 -0.33130816
224 -1.3153524 -0.42175078 1.2562506 -0.03426357 0.92797446 0.16597797 -0.33187455
225 -1.3163996 -0.42389432 1.2649733 -0.032952156 0.9273734 0.16846454 -0.332434
226 -1.3204912 -0.42096132 1.2724133 -0.035103533 0.9264465 0.17172545 -0.33312914
227 -1.3227111 -0.42311075 1.2800006 -0.03445253 0.9260195 0.17545517 -0.33244005
228 -1.3235934 -0.42681792 1.2853456 -0.034174383 0.9254609 0.17420964 -0.33467185
229 -1.3280472 -0.42176184 1.2893978 -0.03661985 0.9243698 0.17474557 -0.33714002
230 -1.3345205 -0.41841555 1.2977858 -0.037060045 0.92304164 0.17869239 -0.3386587
231 -1.337957 -0.4202611 1.3021444 -0.034580853 0.92339534 0.1805183 -0.33698428
232 -1.3404517 -0.4232544 1.3052592 -0.030888189 0.92331576 0.18023558 -0.33771145
233 -1.3446025 -0.42452413 1.3107249 -0.027724117 0.92287594 0.17797516 -0.34037665
234 -1.3489687 -0.42383718 1.3146671 -0.026566507 0.9223753 0.1771964 -0.3422272
235 -1.3533783 -0.42486012 1.3179193 -0.02473059 0.92190963 0.1771812 -0.34362453
236 -1.3586231 -0.4250505 1.3219836 -0.02486591 0.92075604 0.17990947 -0.34528622
237 -1.3652376 -0.42681992 1.3263911 -0.025393445 0.91974527 0.18372157 -0.34593385
238 -1.3704512 -0.43023393 1.3279784 -0.025732614 0.91918004 0.18576476 -0.34631968
239 -1.3761686 -0.432437 1.3283688 -0.02427198 0.91840875 0.18737349 -0.34760234
240 -1.3821253 -0.43631473 1.3317918 -0.021499645 0.9173833 0.18743366 -0.3504486
241 -1.3978409 -0.43933347 1.3367903 -0.02117244 0.9151903 0.19009091 -0.3547448
242 -1.4148918 -0.4441649 1.3426995 -0.019586159 0.91294044 0.19554491 -0.35765675
243 -1.4245527 -0.44583756 1.3439863 -0.018073019 0.9125727 0.1975038 -0.35759854
244 -1.4310482 -0.45384118 1.3485733 -0.014100039 0.91224635 0.19739898 -0.35866618
245 -1.4411173 -0.46050063 1.3542418 -0.0149209695 0.91164124 0.19604999 -0.36090446
246 -1.4511422 -0.46333557 1.3554112 -0.018497813 0.91188353 0.19660057 -0.35982552
247 -1.4608986 -0.47147658 1.3583311 -0.01990604 0.9114936 0.19774982 -0.36010855
248 -1.4732205 -0.47585228 1.3609996 -0.023059528 0.9119383 0.1978023 -0.35876322
249 -1.4837763 -0.48120698 1.3629572 -0.02488736 0.9129197 0.1979324 -0.35606328
250 -1.4936118 -0.48728174 1.3639188 -0.025333203 0.9138433 0.19570708 -0.3548908
251 -1.5049062 -0.49237174 1.3670318 -0.02407188 0.9151199 0.19162795 -0.3539136
252 -1.5150527 -0.49624252 1.367757 -0.022558166 0.9164882 0.18767567 -0.3525882
253 -1.523428 -0.50124454 1.3682268 -0.018779222 0.9179115 0.1821788 -0.35198954
254 -1.5309258 -0.50611436 1.3703458 -0.01595499 0.9184018 0.17737614 -0.35330063
255 -1.5413371 -0.5116967 1.3737383 -0.016705928 0.9187804 0.17341387 -0.35424724
256 -1.5502205 -0.51233786 1.3687387 -0.016754529 0.91953474 0.17157233 -0.35318273
257 -1.5575984 -0.5160249 1.3706163 -0.014366408 0.9190212 0.17197824 -0.35442516
258 -1.5680232 -0.5204579 1.373351 -0.015239856 0.9187059 0.1734778 -0.35447532
259 -1.575666 -0.5239404 1.3708429 -0.014990242 0.91886216 0.1741229 -0.35376388
260 -1.5797287 -0.5306364 1.3736856 -0.011731527 0.91823226 0.17317349 -0.35598147
261 -1.5874803 -0.534032 1.3734093 -0.013105402 0.91747737 0.17008846 -0.35935137
262 -1.5977315 -0.5338105 1.3738165 -0.013637914 0.916513 0.1689769 -0.36230472
263 -1.6053411 -0.53770053 1.375765 -0.011582967 0.91591966 0.16927922 -0.3637328
264 -1.6129855 -0.54085374 1.3763005 -0.011349878 0.9152348 0.16828087 -0.36592066
265 -1.6230038 -0.5412716 1.3773913 -0.010095852 0.9143218 0.16835748 -0.36819765
266 -1.6323005 -0.5428835 1.378977 -0.008705815 0.9136619 0.16867352 -0.3697234
267 -1.6422606 -0.54647195 1.3807 -0.00803177 0.91272795 0.16993976 -0.37146157
268 -1.6520897 -0.5508145 1.3824701 -0.008086382 0.9121079 0.16801837 -0.37384972
269 -1.6646651 -0.54959416 1.38156 -0.010816238 0.9111635 0.16871172 -0.37576643
270 -1.6790138 -0.5519165 1.3847438 -0.01215417 0.9103455 0.17205948 -0.37618998
271 -1.6902076 -0.55798537 1.3847367 -0.012293717 0.9106016 0.17356093 -0.37487355
272 -1.7005721 -0.5612349 1.3832566 -0.012309418 0.9103962 0.1727125 -0.3757627
273 -1.7136127 -0.56276786 1.3855416 -0.012428328 0.9093186 0.17284457 -0.3782988
274 -1.7276317 -0.5650419 1.3870277 -0.01355596 0.9093689 0.17159404 -0.37870833
275 -1.7393534 -0.56742406 1.3864323 -0.013493284 0.90925616 0.17154932 -0.37900138
276 -1.7512441 -0.57042295 1.3904645 -0.014133611 0.908447 0.17239632 -0.3805309
277 -1.7647638 -0.57325053 1.3923535 -0.016517479 0.9084244 0.17331912 -0.38006952
278 -1.7784481 -0.57536346 1.3909177 -0.01895373 0.9089828 0.17487912 -0.37789991
279 -1.7895517 -0.57577795 1.3903376 -0.019260224 0.90896016 0.17688367 -0.37700486
280 -1.8017001 -0.58075124 1.3928013 -0.019965643 0.909092 0.17687063 -0.37665617
281 -1.8143014 -0.5819173 1.3926191 -0.02115294 0.909573 0.17617449 -0.37575522
282 -1.8245616 -0.5823747 1.3931795 -0.019810896 0.90956205 0.17647007 -0.37571633
283 -1.8355143 -0.5848537 1.3956846 -0.020016838 0.909665 0.17603152 -0.37566188
284 -1.8477674 -0.58483315 1.3960894 -0.02011309 0.9100078 0.17616312 -0.3747637
285 -1.8570005 -0.58697826 1.3990121 -0.017546752 0.9096278 0.17867523 -0.3746258
286 -1.8650994 -0.58988017 1.4013376 -0.017542081 0.9097858 0.17864423 -0.37425703
